Neuron 1,Neuron 2,Type,Nbr
HSNR,NMJ,NMJ,5
HSNR,NMJ,NMJ,1
IL1DL,NMJ,NMJ,1
IL1DL,NMJ,NMJ,4
IL1DR,NMJ,NMJ,1
IL1DR,NMJ,NMJ,6
IL1L,NMJ,NMJ,1
IL1L,NMJ,NMJ,12
IL1R,NMJ,NMJ,1
IL1R,NMJ,NMJ,12
IL1VL,NMJ,NMJ,3
IL1VL,NMJ,NMJ,6
IL1VR,NMJ,NMJ,1
IL1VR,NMJ,NMJ,9
RID,NMJ,NMJ,2
RID,NMJ,NMJ,1
RIML,NMJ,NMJ,3
RIML,NMJ,NMJ,1
RIMR,NMJ,NMJ,3
RIMR,NMJ,NMJ,1
RIVL,NMJ,NMJ,4
RIVR,NMJ,NMJ,3
RIVR,NMJ,NMJ,2
RMDDL,NMJ,NMJ,1
RMDDL,NMJ,NMJ,7
RMDDR,NMJ,NMJ,10
RMDL,NMJ,NMJ,9
RMDL,NMJ,NMJ,2
RMDR,NMJ,NMJ,3
RMDR,NMJ,NMJ,1
RMDVL,NMJ,NMJ,3
RMDVL,NMJ,NMJ,6
RMDVR,NMJ,NMJ,6
RMDVR,NMJ,NMJ,3
RMED,NMJ,NMJ,10
RMEL,NMJ,NMJ,12
RMER,NMJ,NMJ,15
RMEV,NMJ,NMJ,5
RMFL,NMJ,NMJ,2
RMFL,NMJ,NMJ,1
RMGL,NMJ,NMJ,3
RMGL,NMJ,NMJ,1
RMGR,NMJ,NMJ,3
RMHL,NMJ,NMJ,7
RMHL,NMJ,NMJ,1
RMHR,NMJ,NMJ,5
RMHR,NMJ,NMJ,2
SMBDL,NMJ,NMJ,3
SMBDL,NMJ,NMJ,5
SMBDR,NMJ,NMJ,3
SMBDR,NMJ,NMJ,7
SMBVL,NMJ,NMJ,3
SMBVL,NMJ,NMJ,3
SMBVR,NMJ,NMJ,3
SMBVR,NMJ,NMJ,3
SMDDL,NMJ,NMJ,4
SMDDL,NMJ,NMJ,1
SMDDR,NMJ,NMJ,3
SMDVL,NMJ,NMJ,3
SMDVR,NMJ,NMJ,3
SMDVR,NMJ,NMJ,1
URADL,NMJ,NMJ,1
URADL,NMJ,NMJ,5
URADR,NMJ,NMJ,2
URADR,NMJ,NMJ,5
URAVL,NMJ,NMJ,6
URAVL,NMJ,NMJ,3
URAVR,NMJ,NMJ,1
URAVR,NMJ,NMJ,7
